company_name,product_owner,company_address,phone_number,fax,type,email,representative,landline_number,mst,product
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Ống thông tắc đại tràng / All Silicone Transanal Ileus Decompression Tube
CÔNG TY TNHH SG PHARMA,,"Số 55 đường S9, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ketoan.sgpharma@gmail.com,Đinh Ngọc Quang,0913866045,0313110385,Dung dịch sát khuẩn CLEAZINER 10%
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT THIẾT BỊ Y TẾ ANH DUY,,"167/24/14 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@admeditec.vn,PHAN HUỲNH KHƯƠNG,0913753575,0312215970,Dụng cụ lắp đặt thủy tinh thể nhân tạo 
CÔNG TY TNHH SG PHARMA,,"Số 55 đường S9, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ketoan.sgpharma@gmail.com,Đinh Ngọc Quang,0913866045,0313110385,DUNG DỊCH SÁT KHUẨN NGOÀI DA ANFASEPTIC
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI AN LÀNH,,"Lô 52, 53, 54 đường N3 Cụm công nghiệp An Xá,  Phường Mỹ Xá, Nam Định, Tỉnh Nam Định",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nhansu.anlanh@gmail.com,Nguyễn Chí Dũng,02283666968,0600810461,Gạc lau mi mắt ( Gạc vệ sinh mắt)
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Bộ ống thông tắc đại tràng / All Silicone Transanal Ileus Decompression Tube Set
CÔNG TY TNHH THIẾT BỊ Y TẾ TÂM ĐỨC,,"Tầng 9, Tòa nhà Vietcomreal, Số 68, Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tameco.ltd@gmail.com,Lê Hữu Nghĩa,0909249346,0305043953,Vật tư y tế
CÔNG TY TNHH DƯỢC PHẨM PHÚ GIANG,,"Số 93 Tô Ngọc Vân, Xã Lộc An, Nam Định, Tỉnh Nam Định",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duocphamphugiang@gmail.com,NGUYỄN VĂN TÚ,0962100582,0601250318,Dung dịch khử khuẩn TC POVIDONE
CÔNG TY CỔ PHẦN KTS TRÍ LINH,,"Hưng Thịnh, Xã Hợp Thịnh, Huyện Tam Dương, Tỉnh Vĩnh Phúc",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ktstrilinh@gmial.com,NGUYỄN THỊ NGA,0369951394,2500701046,Bút phụ khoa
CÔNG TY TNHH DƯỢC PHẨM TRITYDO HƯNG PHƯỚC,,"Số Nhà 31 Ngõ 178/5 Đường Phan Trọng Tuệ, Xã Tam Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,trinhtrieuvfc@gmail.com,TRỊNH VĂN TRIỆU,0947686116,0108776905,Viên đặt âm đạo
CÔNG TY TNHH GIẢI PHÁP Y SINH ABT- CHI NHÁNH LONG HẬU,,"Nhà xưởng 6.07 và 5.02, Lô L2, đường Long Hậu - Hiệp Phước, KCN Long Hậu, Ấp 3,, Xã Long Hậu, Huyện Cần Giuộc, Tỉnh Long An",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyentung@abt-vn.net,Nguyễn Văn Tùng,02866826652,0315562387-001,Bộ hóa chất xét nghiệm định lượng DNA Virus 
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Ống thông silicone dẫn lưu hậu môn / All silicone MIT Drain
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VẠN XUÂN,,"Số 1, Ngõ 23 phố Tôn Thất Thiệp, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,Infor@vaxumed.com,Đinh Đức Duy,0904005368,0105770260,Máy điện xung trị liệu
CÔNG TY TNHH VIỆT NAM CREATE MEDIC,,"Lô 303, đường 7A, KCN Amata, Phường Long Bình, Biên Hòa, Tỉnh Đồng Nai",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,v-tinh@vietnamcreate.vn,SASAKI NORIHITO,02518877055,3602328918,Bộ mở bàng quang qua da/ Cystostomy Kit
CÔNG TY TNHH DƯỢC MỸ PHẨM THÁI BÌNH,,"Số nhà 3 ngõ 77/37 phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thaibinhphar@gmail.com,LÊ VĂN SỸ,0768008540,0109179027,DUNG DỊCH DÙNG NGOÀI
CÔNG TY CỔ PHẦN Y TẾ NHẤT MINH,,"Số 56/306 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thau1@nhatminhmedical.com.vn,Lê Quang Vinh,0903227172,0101687741,Vật tư tiêu hao hệ thống phẫu thuật Phaco
CÔNG TY CỔ PHẦN IDICS,,"Số 154 phố Hoàng Văn Thái, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,idics.jsc@gmail.com,Trần Trọng Toản,0983660077,0101842073,Monitor kiểm tra tại chỗ
CÔNG TY CỔ PHẦN IDICS,,"Số 154 phố Hoàng Văn Thái, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,idics.jsc@gmail.com,Trần Trọng Toản,0983660077,0101842073,Máy đo huyết áp 
CÔNG TY TNHH B. BRAUN VIỆT NAM,,"Cụm Công Nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra.vn@bbraun.com,Torben Minko,02433571616,0100114064,Hệ thống máy bơm khí CO2 dùng trong phẫu thuật nội soi
CÔNG TY CỔ PHẦN IDICS,,"Số 154 phố Hoàng Văn Thái, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,idics.jsc@gmail.com,Trần Trọng Toản,0983660077,0101842073,Máy đo SpO2 
CÔNG TY CỔ PHẦN IDICS,,"Số 154 phố Hoàng Văn Thái, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,idics.jsc@gmail.com,Trần Trọng Toản,0983660077,0101842073,Máy điện tim kỹ thuật số
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ Y-NHA KHOA MINH PHƯƠNG,,"Số 41/38 Phương Mai - P.Kim Liên - Q.Đống Đa - Hà Nội, Phường Kim Liên, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtyminhphuonghn@gmail.com,Nguyễn Mai Phương,0904840393,0107247754,Tay thổi cát và phụ kiện
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ Y-NHA KHOA MINH PHƯƠNG,,"Số 41/38 Phương Mai - P.Kim Liên - Q.Đống Đa - Hà Nội, Phường Kim Liên, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtyminhphuonghn@gmail.com,Nguyễn Mai Phương,0904840393,0107247754,Tay khoan nha khoa và phụ kiện
CÔNG TY CỔ PHẦN HEALTHCARE HCT,,"Tầng 13 số 203, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duyendtm@medisanavn.com,Nguyễn Hải Cường,0234569346,0110295638,Máy đo huyết áp bắp tay
CÔNG TY CỔ PHẦN HEALTHCARE HCT,,"Tầng 13 số 203, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duyendtm@medisanavn.com,Nguyễn Hải Cường,0234569346,0110295638,Máy đo đường huyết
CÔNG TY CỔ PHẦN HEALTHCARE HCT,,"Tầng 13 số 203, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duyendtm@medisanavn.com,Nguyễn Hải Cường,0234569346,0110295638,Que thử đường huyết
CÔNG TY CỔ PHẦN HEALTHCARE HCT,,"Tầng 13 số 203, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duyendtm@medisanavn.com,Nguyễn Hải Cường,0234569346,0110295638,Nhiệt kế hồng ngoại
VĂN PHÒNG ĐẠI DIỆN CONSORZIO CON ATTIVITA` ESTERNA MEDEXPORT ITALIA TẠI THÀNH PHỐ HÀ NỘI,,"Tầng 9, tòa nhà Diamond Flower, 48 Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, thành phố Hà nội, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,medexport@netnam.vn,Nguyễn Thị Thanh Thủy,0903422190,0106834326,Viên nang UTIPRO Plus AF
CÔNG TY CỔ PHẦN HEALTHCARE HCT,,"Tầng 13 số 203, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,duyendtm@medisanavn.com,Nguyễn Hải Cường,0234569346,0110295638,Nhiệt kế điện tử
CÔNG TY TNHH THƯƠNG MẠI VITROTECH,,"Số nhà 6, ngõ 7, Tổ dân phố 8, Phường Phú Lương, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vitrotechvn@gmail.com,Nguyễn Văn Hưng,0898728290,0110038976,Môi trường rửa tinh trùng
CÔNG TY TNHH NOLA PHARMA,,"Tầng 6, Tòa nhà ICON4, Số 243A Đê La Thành, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nolaphar@gmail.com,Ngô Thu Lan,0961949389,0109159567,Nước mắt nhân tạo
CÔNG TY TNHH KỸ THUẬT NAM PHƯƠNG,,"Số 18/299/48 Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra@namphuong-tn.vn,Nguyễn Thị Kim Chi,0906258012,0305502815,Vật liệu kiểm soát xét nghiệm định lượng HDL-Cholesterol và LDL-Cholesterol
CÔNG TY TNHH DŨNG PHƯƠNG,,"Số 35 ngách 102/25 Trường Chinh, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtydungphuong@gmail.com,Nguyễn Quang Dũng,0903404608,0101185646,Hóa chất thông thường dùng trong phòng thí nghiệm (dùng với máy phân tích đông máu)
CÔNG TY TNHH CUNG ỨNG VẬT TƯ Y TẾ DTH,,"Số 29, ngõ 167 Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,infodthhn@gmail.com,Bùi Thị Hoài,0979180233,0104252033,Dụng cụ phẫu thuật dùng trong cấy ghép nha khoa
CÔNG TY TNHH CUNG ỨNG VẬT TƯ Y TẾ DTH,,"Số 29, ngõ 167 Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,infodthhn@gmail.com,Bùi Thị Hoài,0979180233,0104252033,Dụng cụ phẫu thuật dùng trong cấy ghép nha khoa
CÔNG TY TNHH CUNG ỨNG VẬT TƯ Y TẾ DTH,,"Số 29, ngõ 167 Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,infodthhn@gmail.com,Bùi Thị Hoài,0979180233,0104252033,Trụ lành thương dùng trong cấy ghép nha khoa
CÔNG TY TNHH CUNG ỨNG VẬT TƯ Y TẾ DTH,,"Số 29, ngõ 167 Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,infodthhn@gmail.com,Bùi Thị Hoài,0979180233,0104252033,Dụng cụ phẫu thuật dùng trong cấy ghép nha khoa
CHI NHÁNH CÔNG TY CỔ PHẦN SẢN XUẤT VÀ DỊCH VỤ TRÀNG AN TẠI BẮC NINH,,"Lô 83C, Số 35 đường 11 KCN Vsip Bắc Ninh, Xã Đại Đồng, Huyện Tiên Du, Tỉnh Bắc Ninh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thao.nt_hn@eastern.vn,LÊ MINH HOÀN,N/A,0102301158-002,Thuốc thử xét nghiệm định lượng HbA1c
CHI NHÁNH CÔNG TY CỔ PHẦN SẢN XUẤT VÀ DỊCH VỤ TRÀNG AN TẠI BẮC NINH,,"Lô 83C, Số 35 đường 11 KCN Vsip Bắc Ninh, Xã Đại Đồng, Huyện Tiên Du, Tỉnh Bắc Ninh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thao.nt_hn@eastern.vn,LÊ MINH HOÀN,N/A,0102301158-002,"Bộ thuốc thử, chất hiệu chuẩn xét nghiệm định lượng  protein phản ứng C (CRP) "
CÔNG TY TNHH DƯỢC MỸ PHẨM NCK NATURE,,"Số 29, Ngõ 100 Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,havm.nhatphat@gmail.com,Vũ Mạnh Hà,0981988915,0109537385,DUNG DỊCH NƯỚC MẮT NHÂN TẠO 
CÔNG TY CỔ PHẦN DƯỢC PHẨM ATEC PHARMA,,"Đạc 2 Đạo Đường, Xã Thọ An, Huyện Đan Phượng, Thành phố Hà Nội, Việt Nam, Xã Thọ An, Huyện Đan Phượng, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,trangtrang1404@gmail.com,LÊ THANH HUẤN,0936937797,0110018641,PHỤ KHOA PHÙNG GIA
CÔNG TY TNHH VẠN NIÊN,,"Số 51, ngõ 228, phố Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoant@vannien.com.vn,Nguyễn Xuân Thanh,0913506840,0101540844,Máy siêu âm chẩn đoán
CÔNG TY TNHH XUẤT NHẬP KHẨU TỔNG HỢP NAM PHÚ,,"Số 6, ngách 91/16, ngõ 91, đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,napeximco@gmail.com,Trần Văn Nghĩa,02466879777,0106040958,Viên đặt phụ khoa
CÔNG TY CỔ PHẦN DƯỢC PHẨM SHARVIN GROUP,,"Số 5, ngõ 107, phố Yên Duyên, Phường Yên Sở, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ktthsharvingroup@gmail.com,PHẠM VĂN LĂNG,0981124886,0108940552,NƯỚC MẮT NHÂN TẠO
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ANH BẮC,,"Số 12, Nguyễn Đức Cảnh, phường Tương Mai, quận Hoàng Mai, Hà Nội, Phường Tương Mai, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtyanhbac@gmail.com,Đào Văn Bắc,0906950268,0108374064,Máy xét nghiệm miễn dịch
CÔNG TY TNHH THIẾT BỊ KHOA HỌC KỸ THUẬT HỢP LỰC,,"Số 8, ngõ 94 đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ngan.nguyen@hoplucmed.vn,NGUYỄN THỊ NGÂN,0903250339,0106739217,Máy chụp đáy mắt
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ Y TẾ TÂM AN,,"số nhà 27, thôn Đại Bằng, Xã Nguyên Khê, Huyện Đông Anh, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyenthao.vaxumed@gmail.com,Nguyễn Văn Thao,0398234544,0108579103,Máy điều trị bằng sóng xung kích
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ Y TẾ TÂM AN,,"số nhà 27, thôn Đại Bằng, Xã Nguyên Khê, Huyện Đông Anh, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyenthao.vaxumed@gmail.com,Nguyễn Văn Thao,0398234544,0108579103,Máy từ trường trị liệu
CÔNG TY TNHH NHÀ MÁY LIÊN DOANH DƯỢC QUỐC TẾ ANNA KOREA,,"Thôn Văn Phú, Xã Hoàng Văn Thụ, Huyện Chương Mỹ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,annakorea.vn@gmail.com,LÊ VĂN THANH,02433711700,0107328354,Dung dịch nhỏ mắt
CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM HOÀNG TRÂN,,"106-108 Đường 100 Bình Thới, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hoangtranpharma@gmail.com,TRẦN VĂN ĐƯỢC,02854069317,0306041701,Viên đặt âm đạo
CÔNG TY CỔ PHẦN ĐẦU TƯ SỨC KHỎE VÀ THẨM MỸ H&A,,"Số 49/8 ngõ 294 Đội Cấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phuocntm@hagroup.vn,Đặng Quốc Tuấn,0983670036,0106622353,Máy giảm béo sóng siêu âm + RF
CÔNG TY TNHH NGHIÊN CỨU SẢN XUẤT VÀ THƯƠNG MẠI TKT,,"41/9 Đường Cầu Xây 2, Khu phố 6, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tkttrade.pro.research.001@gmail.com,NGUYỄN ĐĂNG KHOA,09,0317526183,Bao đầu dò siêu âm vô trùng với keo dính
CÔNG TY TNHH NGHIÊN CỨU SẢN XUẤT VÀ THƯƠNG MẠI TKT,,"41/9 Đường Cầu Xây 2, Khu phố 6, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tkttrade.pro.research.001@gmail.com,NGUYỄN ĐĂNG KHOA,09,0317526183,Bao đầu dò siêu âm vô trùng với keo dính cùng gel vô trùng
CÔNG TY TNHH NGHIÊN CỨU SẢN XUẤT VÀ THƯƠNG MẠI TKT,,"41/9 Đường Cầu Xây 2, Khu phố 6, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tkttrade.pro.research.001@gmail.com,NGUYỄN ĐĂNG KHOA,09,0317526183,Gel siêu âm vô trùng
CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SARAH LE,,"Số 24A ngõ 36 phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,sarahle0110319783@gmail.com,LÊ THỊ LƯƠNG,0768252888,0110319783,Máy điều trị da
CÔNG TY TNHH VIỆT SỐNG,,"27 Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,pttvan@vietsong.biz,NGUYỄN THÁI HẰNG,0913154704,0310996817,"Vật liệu trám răng, làm răng tạm, lấy dấu răng dùng trong nha khoa"
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Họ các bộ thuốc thử xét nghiệm định lượng 22 thông số huyết học
