address,link_face,link_twitter,listed_in,name,phone,url,web
"10601 San Jose Blvd. Suite 212 Jacksonville, FL 32257",https://facebook.com/MassageGreenCorporate,,FLORIDA,Massage Green Spa – Jacksonville San Jose,(904) 880-0050,https://www.spaindex.com/listings/massage-green-spas-jacksonville-san-jose/,https://spaindex.link/MassageGreenSpas
"950 N 19th St Suite 200, Abilene, TX 79601",https://facebook.com/hendrickmedspa,,TEXAS,The MedSpa at Hendrick – Abilene,325-480-0522,https://www.spaindex.com/listings/the-medspa-at-hendrick-abilene/,www.hendrickmedspa.com
"31 Western Avenue, Kennebunk, ME 04043, USA",https://facebook.com/cottagebreezedayspa,,MAINE,Cottage Breeze Day Spa and Boutique – Kennebunk,207-967-2259,https://www.spaindex.com/listings/cottage-breeze-day-spa-maine/,www.cottagebreeze.com/
"3045 Stillhouse Lake Road, Harker Heights, TX 76548, USA",https://facebook.com/ecobluspaandsalon,https://twitter.com/ecobluspa,TEXAS,EcoBlu Spa and Salon – Harker Heights,254-699-0019,https://www.spaindex.com/listings/ecoblu-spa-and-salon-harker-heights/,www.ecobluspa.com
"2750 Race Track Rd Ste 101, Fruit Cove, FL 32259",https://facebook.com/MassageGreenCorporate,,FLORIDA,Massage Green Spa – Jacksonville Fruit Cove,(904) 549-7535,https://www.spaindex.com/listings/massage-green-spa-fruit-cove/,https://spaindex.link/MassageGreenSpas
"5050 East Castle Hot Springs Road, Castle Hot Springs, AZ 85342, USA",https://facebook.com/CastleHotSpringsResort,https://twitter.com/castlehotspring,ARIZONA,Castle Hot Springs – Arizona, 866-976-6894,https://www.spaindex.com/listings/castle-hot-springs-az/,https://spaindex.link/CastleHotSprings
"6461 Transit Road Buffalo, NY 14043, USA",https://facebook.com/TheDelavanHotel,,"NEW YORK, New York State",The Delavan Hotel & Spa – Buffalo,(716) 635-9000,https://www.spaindex.com/listings/delavan-hotel-spa-buffalo/,https://thedelavanbuffalo.com/
"4765 Hodges Boulevard. Suite 12 Jacksonville, FL 32224",https://facebook.com/MassageGreenCorporate,,FLORIDA,Massage Green Spa – Jacksonville Hodges,(904) 503-9440,https://www.spaindex.com/listings/massage-green-spa-jacksonville-hodges/,https://spaindex.link/MassageGreenSpas
"11826 San Vicente Blvd. Los Angeles, CA 90049",https://facebook.com/milkandhoneyspa,https://twitter.com/milkandhoneyspa,"CALIFORNIA, Southern California",milk + honey – Brentwood,310-906-2963,https://www.spaindex.com/listings/milk-honey-brentwood/,https://spaindex.link/MilkandHoneySpas
"2636 E 11th Street, Tulsa, OK 7410",https://facebook.com/thecampbellhotel,https://twitter.com/campbellhotel,OKLAHOMA,Campbell Hotel – Tulsa,918-744-5500  ,https://www.spaindex.com/listings/campbell-hotel-tulsa/,https://thecampbellhotel.com/
"1600 North Indian Canyon Drive, Palm Springs, CA 92262, USA",https://facebook.com/TheParkerPalmSprings,https://twitter.com/TheParkerPS,"CALIFORNIA, Southern California",Parker Palm Springs,760-770-5000,https://www.spaindex.com/listings/parker-palm-springs/,https://www.parkerpalmsprings.com/
"11480 Torrey Pines Park Road, La Jolla, CA 92037, USA",https://facebook.com/LodgeTorreyPines,https://twitter.com/thelodgelajolla,"CALIFORNIA, Southern California",Lodge at Torrey Pines – La Jolla,,https://www.spaindex.com/listings/lodge-at-torrey-pines/,https://www.lodgetorreypines.com/
"4216 S. Hwy 69/75  Durant, OK 74701",https://facebook.com/choctawcasino,https://twitter.com/ChoctawCasinos,OKLAHOMA,Choctaw Casino Resort – Durant,(888) 652-4628,https://www.spaindex.com/listings/choctaw-casino-resort-durant/,https://spaindex.link/ChoctawCasinos
"10 N Ocean Blvd, Delray Beach, FL 33483",https://facebook.com/OpalGrandResort,https://twitter.com/opal_collection,FLORIDA,Opal Grand Resort & Spa – Delray Beach,866-240-6316,https://www.spaindex.com/listings/opal-grand-resort-spa-delray-beach/,https://www.opalgrand.com/
"233 E Erie, Suite 100, Chicago, IL 60611",https://facebook.com/GOLDCOASTmedspa,https://twitter.com/GOLDCOASTmedspa,ILLINOIS,Goldcoast Med Spa – Chicago,(312) 637-6787,https://www.spaindex.com/listings/goldcoast-med-spa-chicago/,https://www.goldcoastmedspa.com/
"7871 River Road, Forestville, CA 95436, USA",https://facebook.com/farmhousesonoma,https://twitter.com/Farmhouse_Inn,"CALIFORNIA, Northern California",Farmhouse Inn and Spa – Sonoma,800-464-6642,https://www.spaindex.com/listings/farmhouse-inn-and-spa-russian-river/,https://spaindex.link/FarmhouseSonoma
"1060 Centerville Cir, Vadnais Heights, MN 55127",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,MINNESOTA,Juvly Aesthetics Med Spa – Vadnais Heights,800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-vadnais-heights/,https://spaindex.link/JuvlyAesthetics
"2405 Schofield Ave #130, Schofield, WI 54476",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,WISCONSIN,Juvly Aesthetics Med Spa – Schofield, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-med-spa-schofield/,https://spaindex.link/JuvlyAesthetics
"3040 Meadowlark Lane, Altoona, WI 54720",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,WISCONSIN,Juvly Aesthetics Med Spa – Altoona,614-500-7000,https://www.spaindex.com/listings/juvly-aesthetics-altoona/,https://spaindex.link/JuvlyAesthetics
"4115 Wisconsin Avenue, Suite 102, Washington DC, 20016",https://facebook.com/%20thesparoomdc,https://twitter.com/%20,"WASHINGTON, DC",The Spa Room – Washington DC,202-241-6095,https://www.spaindex.com/listings/the-spa-room-washington-dc/,https://sparoommassage.com/
"18920 Lake Dr E, Chanhassen, MN 55317",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,MINNESOTA,Juvly Aesthetics Med Spa – Chanhassen, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-chanhassen/,https://spaindex.link/JuvlyAesthetics
"6464 Montgomery Street, Rhinebeck, NY 12572, USA",https://facebook.com/HavenSpaRhinebeck,,"NEW YORK, New York State",Haven Spa – Rhinebeck,845-876-7369,https://www.spaindex.com/listings/haven-spa-rhinebeck/,www.havenrhinebeck.com/
"1792 Bonanza Drive Park City, UT 84060",https://facebook.com/align.spa,,UTAH,Align Spa – Park City,435-647-9300,https://www.spaindex.com/listings/align-spa-park-city/,www.alignspa.com/
"18 East 41st Street 12th Floor, New York, NY 10017",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,"NEW YORK, New York City",Juvly Aesthetics Med Spa – NYC, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-nyc/,https://spaindex.link/JuvlyAesthetics
"1050 Alakea Street, Honolulu, HI 96813, USA",https://facebook.com/heavenonearthhawaii,https://twitter.com/heavenonearthhi,"HAWAII, Oahu",Heaven on Earth Salon & Day Spa – Honolulu,808-599-5501 ,https://www.spaindex.com/listings/heaven-on-earth-salon-day-spa-honolulu/,heavenonearthhawaii.com/
"2830 228th Avenue Southeast, Sammamish, WA 98075, USA",https://facebook.com/belvisodayspa,,WASHINGTON,Bel Viso Day Spa – Sammamish,425-557-1584,https://www.spaindex.com/listings/bel-viso-day-spa-sammamish/,www.belvisodayspa.com
"407 1st Avenue East, Spencer, IA 51301, USA",https://facebook.com/pages/Design-Masters-Salon-Day-Spa/157499187615488,https://twitter.com/dm_salon,IOWA,Design Masters Salon and Day Spa – Siouxland,712-262-3388,https://www.spaindex.com/listings/design-masters-salon-and-day-spa-iowa/,www.designmastersalon.com
"605 Fifth Avenue, Fifth Floor, New York, NY 10017",,,"NEW YORK, New York City",Nuansa Spa –  NYC,212-602-1500,https://www.spaindex.com/listings/nuansa-spa/,www.nuansaspa.com/
"1859 North Lakewood Drive #302, Coeur d'Alene, ID 83814, USA",https://facebook.com/pages/Zi-Spa/313475696809,,IDAHO,Zi Spa and Salon – Coeur d’Alene,208-765-9400,https://www.spaindex.com/listings/zi-spa-salon-coeur-dalene/,www.zispas.com/
"2513 Dauphin Street, Mobile, Alabama 36606",https://facebook.com/nouveauondauphin,,ALABAMA,Nouveau on Dauphin Salon and Spa – Mobile,251-380-2900,https://www.spaindex.com/listings/nouveau-on-dauphin-mobile/,nouveaudayspa.com
"705 South King Street, Honolulu, HI 96813, USA",https://facebook.com/pages/Pure-Joy-Day-Spa/122628686069,,"HAWAII, Oahu",Pure Joy Day Spa – Honolulu,808-951-8600,https://www.spaindex.com/listings/pure-joy-day-spa-honolulu/,www.purejoydayspa.com/
"3210 Center Point Road Northeast, Cedar Rapids, IA 52402, USA",https://facebook.com/nadiassalonofficial,https://twitter.com/NadiaSalonSpa,IOWA,Nadia’s Salon & Spa – Cedar Rapids,319-363-1324,https://www.spaindex.com/listings/nadias-salon-spa-cedar-rapids/,www.nadiassalon.com
"2138 N Damen Ave Chicago, Illinois 60647",https://facebook.com/oldtownmedspa/,https://twitter.com/oldtownmedspa,ILLINOIS,Old Town Med Spa – Bucktown Chicago,312-313-0330,https://www.spaindex.com/listings/old-town-med-spa-bucktown/,https://oldtownmedspa.com/
"600 E. Tahquitz Canyon Way, Suite 3, Palm Springs, CA 92262",https://facebook.com/ReviveCenter,,"CALIFORNIA, Southern California",Revive Wellness Centers – Palm Springs,760-325-4800,https://www.spaindex.com/listings/revive-wellness-palm-springs/,https://spaindex.link/ReviveWellnessCenters
"1341 North Sedgwick Street Chicago, Illinois 60610",https://facebook.com/oldtownmedspa/,https://twitter.com/oldtownmedspa,ILLINOIS,Old Town Med Spa – Chicago,312-313-0330,https://www.spaindex.com/listings/old-town-med-spa-chicago/,https://oldtownmedspa.com/
"2126 S.W. Halsey Street, Troutdale, OR 97060",https://facebook.com/McMenamins,,OREGON,Ruby’s Spa at McMenamins Edgefield Estate,503-665-1357,https://www.spaindex.com/listings/rubys-spa-edgefield/,www.mcmenamins.com/RubysSpas
"2266 North Lincoln Avenue, Unit 2 Chicago, Illinois 60614",https://facebook.com/oldtownmedspa,https://twitter.com/oldtownmedspa,ILLINOIS,Old Town Med Spa – Lincoln Park Chicago,312-836-4224,https://www.spaindex.com/listings/old-town-med-spa-lincoln-park/,https://oldtownmedspa.com/
" 22330 Hawthorne Blvd., Suite J, Torrance, CA 90505",https://facebook.com/ReviveWellnessCenterSouthBay,,"CALIFORNIA, Southern California",Revive Wellness Centers – Torrance,424-260-0813 ,https://www.spaindex.com/listings/revive-wellness-torrance/,https://spaindex.link/ReviveWellnessCenters
"3505 Pacific Avenue, Forest Grove, OR 97116",https://facebook.com/McMenamins,,OREGON,Ruby’s Spa at McMenamins Grand Lodge,503-992-3406,https://www.spaindex.com/listings/rubys-spa-mcmenamins-grand-lodge/,www.mcmenamins.com/RubysSpas
"69300 East Nee Road, Quapaw, OK 74363",https://facebook.com/downstreamcasino,https://twitter.com/DSCasinoResort,OKLAHOMA,Downstream Casino Resort – Quapaw,1-888-DWNSTRM (396-7876),https://www.spaindex.com/listings/downstream-casino-ok/,downstreamcasino.com/?SpaIndex
"777 Grand Casino Boulevard, Shawnee, Oklahoma 74804",https://facebook.com/grandcasinoresort,,OKLAHOMA,Grand Casino Hotel Resort – Shawnee,(405) 964-7777,https://www.spaindex.com/listings/grand-casino-resort-ok/,https://grandresortok.com/?SpaIndex
"123 Western Hills Boulevard, Cheyenne, WY 82009, USA",https://facebook.com/Adora-Day-Spa-351997223157,,WYOMING,Adora Day Spa – Cheyenne,307-773-8520,https://www.spaindex.com/listings/adora-day-spa-cheyenne/,https://cheyenneskinclinic.com/adora-day-spa/
6935 Oakland Mills Road  Columbia MD 21045,https://facebook.com/FacePlaceSpa,https://twitter.com/TheFacePlaceGLW,MARYLAND,Face Place Day Spa – Columbia,410-730-5079,https://www.spaindex.com/listings/face-place-day-spa-columbia-md/,https://www.faceplacespa.com/
"15829 Pines Blvd Pembroke Pines, FL 33027  ",https://facebook.com/MassageGreenCorporate,,FLORIDA,Massage Green Spa – Pembroke Pines,(954) 906-3600,https://www.spaindex.com/listings/massage-green-spa-pembroke-pines/,https://spaindex.link/MassageGreenSpas
"309 West Buffalo Street, New Buffalo, MI 49117",https://facebook.com/%20EvolveSpaNewBuffalo,https://twitter.com/%20,MICHIGAN,Evolve Spa – New Buffalo,269-469-5483,https://www.spaindex.com/listings/evolve-spa-new-buffalo/,https://evolvespallc.com/
"100 Arbor Drive, Suite 108 B, Christiansburg, VA 24073, USA",https://facebook.com/pamperedhealing,,VIRGINIA,Pampered Healing Day Spa,540-641-0152,https://www.spaindex.com/listings/pampered-healing-day-spa-christiansburg/,pamperedhealing.com
"48688 Victoria Court, Oakhurst, CA 93644, USA",https://facebook.com/chateausureau,https://twitter.com/chateausureau,"CALIFORNIA, Central California, Northern California",Chateau du Sureau – Yosemite,,https://www.spaindex.com/listings/hotel-chateau-du-sureau-oakhurst/,www.chateausureau.com/
"6526 Yount Street, Yountville, CA 94599",https://facebook.com/bardessonohotelspa,https://twitter.com/BardessonoHotel,"CALIFORNIA, Northern California",Bardessono Hotel Restaurant Spa –  Napa,707-204-6000,https://www.spaindex.com/listings/bardessono-hotel-restaurant-spa/,https://spaindex.link/Bardessono
"31 Manor Drive, Holderness, NH 03245, USA",https://facebook.com/ManoronGoldenPond,https://twitter.com/ManorGoldenPond,NEW HAMPSHIRE,Manor on Golden Pond – Lakes Region,800-545-2141,https://www.spaindex.com/listings/manor-on-golden-pond-new-hampshire/,https://www.manorongoldenpond.com/
"21190 Highway 374, Logan, OH 43138, USA",https://facebook.com/InnSpaCedarFalls,https://twitter.com/innatcedarfalls,OHIO,Inn and Spa at Cedar Falls – Hocking Hills,800-653-2557,https://www.spaindex.com/listings/inn-and-spa-at-cedar-falls/,innatcedarfalls.com/
"364 North Adams Rd Rochester Hills, MI 48309",,,MICHIGAN,Woodhouse Day Spa – Rochester Hills,248-564-9577,https://www.spaindex.com/listings/woodhouse-day-spa-rochester-hills/,rochsterhills.woodhousespas.com
"429 North Ohio Avenue, Sidney, OH 45365, USA",,,OHIO,GreatStone Castle Lodge & Spa – Sidney,937-498-4728  ,https://www.spaindex.com/listings/greatstone-castle-lodge-spa-ohio/,spaindex.link/GreatStoneCastle
"1447 Woodward Avenue, Detroit, MI 48226, USA",https://facebook.com/WoodhouseDetroit,https://twitter.com/WoodhouseSpaDet,MICHIGAN,Woodhouse Day Spa – Detroit,313-965-6270,https://www.spaindex.com/listings/woodhouse-day-spa-detroit/,detroit.woodhousespas.com
2060 East Beltline Ave NE Grand Rapids Michigan 49525,,,MICHIGAN,Woodhouse Day Spa – Grand Rapids,616-216-2077,https://www.spaindex.com/listings/woodhouse-day-spa-grand-rapids/,grandrapids.woodhousespas.com
"1150 Danby Road, Ithaca, NY 14850, USA",https://facebook.com/latourelleresort,https://twitter.com/latourelle,"NEW YORK, New York State",La Tourelle Resort & Spa – Ithaca,,https://www.spaindex.com/listings/la-tourelle-resort-spa-new-york/,www.latourelle.com/
"500 Main St Napa, CA 94559",https://facebook.com/NapaRiverInn,https://twitter.com/historicnapamil,"CALIFORNIA, Northern California, USA",Napa River Inn at the Napa Mill,(707) 251-8500 ,https://www.spaindex.com/listings/napa-river-inn-at-the-napa-mill/,https://www.napariverinn.com/
" 65 Avenida de Otero Tubac, Arizona 85646",https://facebook.com/TubacGolfResort,https://twitter.com/TubacGolfResort,ARIZONA,Tubac Golf Resort & Spa – Tucson,(520) 398-2211,https://www.spaindex.com/listings/tubac-golf-resort-spa-tucson/,tubacgolfresort.com/
"245 East Bay Street, Charleston, SC 29401, USA",https://facebook.com/EarthlingDaySpa,https://twitter.com/EarthlingDaySpa,SOUTH CAROLINA,Earthling Day Spa & Pilates Studio – Charleston,843-722-4737,https://www.spaindex.com/listings/earthling-day-spa-charleston/,https://www.earthlingdayspa.com/
"989 Cilley Road, Manchester, NH 03103, USA",https://facebook.com/ArcadyaSalon,https://twitter.com/arcadyasalon,NEW HAMPSHIRE,Arcadya Salon & Day Spa – Manchester,603-644-1355,https://www.spaindex.com/listings/arcadya-salon-day-spa-manchester/,https://www.arcadyasalonanddayspa.com/
"11501 Geist Pavilion Drive, Fishers, IN 46037, USA",https://facebook.com/Woodhousespafishers,https://twitter.com/thewoodhousespa,"INDIANA, Fort Wayne",Woodhouse Day Spa – Fishers,,https://www.spaindex.com/listings/woodhouse-day-spa-fishers/,fishers.woodhousespas.com/
"4100 Federal Blvd Denver, CO 80211",https://facebook.com/IndulgencesDaySpa,https://twitter.com/Indulgences,COLORADO,Indulgences Day Spa – Denver,303-561-0566 ,https://www.spaindex.com/listings/indulgences-day-spa-denver/,www.indulgencesdayspa.com
"318 Howard Street Greenwood, Mississippi 38930",https://facebook.com/thealluvian,https://twitter.com/thealluvian,MISSISSIPPI,The Alluvian Hotel and Spa – Greenwood,662-453-2114,https://www.spaindex.com/listings/alluvian-hotel-spa-greenwood/,https://spaindex.link/AlluvianHotel
"400 Boston Post Road, Orange, CT 06477",https://facebook.com/MassageGreenCorporate,,CONNECTICUT,Massage Green Spa – Orange,(203) 678-8088,https://www.spaindex.com/listings/massage-green-spa-orange/,https://spaindex.link/MassageGreenSpas
"376 Maple Street, Marlborough, MA 01752, USA",https://facebook.com/serenescapedayspasalon,,"MASSACHUSETTS, October 31, 2003",Serene-Scape Day Spa and Salon – Boston,508-357-2200 ,https://www.spaindex.com/listings/serene-scape-day-spa-and-salon-boston/,https://www.serene-scape.com/
"823 Washington Street, New York, NY 10014",https://facebook.com/CaudalieUS,https://twitter.com/caudalieus,"NEW YORK, New York City",Caudalie – Meatpacking District – NYC,212-242-8466,https://www.spaindex.com/listings/caudalie-washington-mpd-nyc/,https://spaindex.link/CaudalieBoutiqueSpas
"542 Westport Ave Norwalk, CT 06851",https://facebook.com/MassageGreenCorporate,,CONNECTICUT,Massage Green Spa – Norwalk,(203) 803-4448,https://www.spaindex.com/listings/massage-green-spa-norwalk/,https://spaindex.link/MassageGreenSpas
"318 Mt. Rushmore Road Suite E, Rapid City, SD 57701, USA",https://facebook.com/pages/The-Mystique-Edge-Dayspa-and-Salon/187978306071,,SOUTH DAKOTA,Mystique Edge – Rapid City,605-737-0095,https://www.spaindex.com/listings/mystique-edge-rapid-city/,www.mystiqueedge.com
"530 Post Court, El Dorado Hills, CA 95762, USA",https://facebook.com/AsanteSpa,,"CALIFORNIA, Northern California",Asante Spa – El Dorado Hills,916-933-8905 ,https://www.spaindex.com/listings/asante-spa-el-dorado-hills/,https://sparetimesportsclubs.com/dayspas
